"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.int_lifesupport_size4_class2","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size4_class3","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size4_class4","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size4_class5","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size5_class1","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size5_class2","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size5_class3","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size5_class4","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size5_class5","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size6_class1","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size6_class2","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size6_class3","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size6_class4","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size6_class5","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size7_class1","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size7_class2","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size7_class3","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size7_class4","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size7_class5","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size8_class1","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size8_class2","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size8_class3","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size8_class4","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_lifesupport_size8_class5","Life Support","","","Soporte Vital","Systèmes de survie","Suporte de Vida","Система жизнеобеспечения","",""
"ships.module.name.int_powerdistributor_size1_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size1_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size1_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size1_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size1_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size2_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size2_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size2_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size2_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size2_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size3_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size3_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size3_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size3_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size3_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size4_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size4_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size4_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size4_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size4_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size5_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size5_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size5_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size5_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size5_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size6_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size6_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size6_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size6_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size6_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size7_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size7_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size7_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size7_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size7_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size8_class1","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size8_class2","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size8_class3","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size8_class4","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_powerdistributor_size8_class5","Power Distributor","","","Distribuidor de Energía","Répartiteur de puissance","Distribuidor de Energia","Распределитель питания","",""
"ships.module.name.int_sensors_size1_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size1_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size1_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size1_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size1_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size2_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size2_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size2_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size2_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size2_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size3_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size3_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size3_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size3_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size3_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size4_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size4_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size4_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size4_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size4_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size5_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size5_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size5_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size5_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size5_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size6_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size6_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size6_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size6_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size6_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size7_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size7_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size7_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size7_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size7_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size8_class1","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size8_class2","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size8_class3","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size8_class4","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_sensors_size8_class5","Sensors","","","Sensores","Capteurs","Sensores","Сенсоры","",""
"ships.module.name.int_shieldgenerator_size1_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size1_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size1_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size1_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class1","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class2","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class3","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class4","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class5","Shield Generator","","","Generador de Escudos","Générateur de bouclier","Gerador de Escudo","Щитогенератор","",""
"ships.module.name.int_shieldcellbank_size1_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size1_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size1_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size1_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size1_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size2_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size2_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size2_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size2_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size2_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size3_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size3_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size3_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size3_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size3_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size4_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size4_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size4_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size4_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size4_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size5_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size5_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size5_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size5_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size5_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size6_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size6_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size6_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size6_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size6_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size7_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size7_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size7_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size7_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size7_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size8_class1","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size8_class2","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size8_class3","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size8_class4","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_shieldcellbank_size8_class5","Shield Cell Bank","","","Acumulador de Escudos","Réserve de cellules d'énergie","Banco de Célula de Escudo","Щитонакопитель","",""
"ships.module.name.int_cargorack_size1_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size2_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size3_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size4_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size5_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size6_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size7_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_cargorack_size8_class1","Cargo Rack","","","Bodega de Carga","Compartiment de soute","Estante de Carga","Грузовой стеллаж","",""
"ships.module.name.int_fueltank_size1_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size2_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size3_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
