"messageKey","","en","de","es","fr","pt","ru","zh"
"material.commodity.syntheticmeat","Synthetic Meat","Synthetic Meat","","","","","",""
"material.commodity.syntheticreagents","Synthetic Reagents","Synthetic Reagents","","","","","",""
"material.commodity.taaffeite","Taaffeite","Taaffeite","","","","","",""
"material.commodity.tacticaldata","Tactical Data","Tactical Data","","","","","",""
"material.commodity.tanmarktranquiltea","Tanmark Tranquil Tea","Tanmark Tranquil Tea","","","","","",""
"material.commodity.tantalum","Tantalum","Tantalum","","","","","",""
"material.commodity.tarachtorspice","Tarach Spice","Tarach Spice","","","","","",""
"material.commodity.taurichimes","Tauri Chimes","Tauri Chimes","","","","","",""
"material.commodity.tea","Tea","Tea","","","","","",""
"material.commodity.telemetrysuite","Telemetry Suite","Telemetry Suite","","","","","",""
"material.commodity.terrainenrichmentsystems","Land Enrichment Systems","Land Enrichment Systems","","","","","",""
"material.commodity.terramaterbloodbores","Terra Mater Blood Bores","Terra Mater Blood Bores","","","","","",""
"material.commodity.thallium","Thallium","Thallium","","","","","",""
"material.commodity.thargoidbonefragments","Bone Fragments","","","","","","",""
"material.commodity.thargoidcystspecimen","Cyst Specimen","","","","","","",""
"material.commodity.thargoidgeneratortissuesample","Caustic Tissue Sample (Thargoid)","Caustic Tissue Sample (Thargoid)","","","","","",""
"material.commodity.thargoidheart","Thargoid Heart","Thargoid Heart","","","","","",""
"material.commodity.thargoidorgansample","Organ Sample","","","","","","",""
"material.commodity.thargoidpod","Thargoid Bio-storage Capsule","Thargoid Bio-storage Capsule","","","","","",""
"material.commodity.thargoidscouttissuesample","Thargoid Scout Tissue Sample","Thargoid Scout Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype9a","Titan Deep Tissue Sample","Titan Deep Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype9b","Titan Tissue Sample","Titan Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype9c","Titan Partial Tissue Sample","Titan Partial Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype1","Thargoid Cyclops Tissue Sample","Thargoid Cyclops Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype10a","Titan Maw Deep Tissue Sample","Titan Maw Deep Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype10b","Titan Maw Tissue Sample","Titan Maw Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype10c","Titan Maw Partial Tissue Sample","Titan Maw Partial Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype2","Thargoid Basilisk Tissue Sample","Thargoid Basilisk Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype3","Thargoid Medusa Tissue Sample","Thargoid Medusa Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype4","Thargoid Hydra Tissue Sample","Thargoid Hydra Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype5","Thargoid Orthrus Tissue Sample","Thargoid Orthrus Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype6","Thargoid Glaive Tissue Sample","Thargoid Glaive Tissue Sample","","","","","",""
"material.commodity.thargoidtissuesampletype7","Thargoid Scythe Tissue Sample","Thargoid Scythe Tissue Sample","","","","","",""
"material.commodity.thargoidtitandrivecomponent","Titan Drive Component","","","","","","",""
"material.commodity.thehuttonmug","The Hutton Mug","The Hutton Mug","","","","","",""
"material.commodity.thermalcoolingunits","Thermal Cooling Units","Thermal Cooling Units","","","","","",""
"material.commodity.thorium","Thorium","Thorium","","","","","",""
"material.commodity.thrutiscream","Thrutis Cream","Thrutis Cream","","","","","",""
"material.commodity.tiegfriessynthsilk","Tiegfries Synth Silk","Tiegfries Synth Silk","","","","","",""
"material.commodity.timecapsule","Time Capsule","Time Capsule","","","","","",""
"material.commodity.tiolcewaste2pasteunits","Tiolce Waste2Paste Units","Tiolce Waste2Paste Units","","","","","",""
"material.commodity.titanium","Titanium","Titanium","","","","","",""
"material.commodity.tobacco","Tobacco","Tobacco","","","","","",""
"material.commodity.torvalcommercialcontracts","Torval Trade Agreements","Torval Trade Agreements","","","","","",""
"material.commodity.torvaldeeds","Torval Deeds","Torval Deeds","","","","","",""
"material.commodity.toxandjivirocide","Toxandji Virocide","Toxandji Virocide","","","","","",""
"material.commodity.toxicwaste","Toxic Waste","Toxic Waste","","","","","",""
"material.commodity.transgeniconionhead","Lucan Onionhead","Lucan Onionhead","","","","","",""
"material.commodity.trinketsoffortune","Trinkets of Hidden Fortune","Trinkets of Hidden Fortune","","","","","",""
"material.commodity.tritium","Tritium","Tritium","","","","","",""
"material.commodity.undergroundsupport","Grom Underground Support","Grom Underground Support","","","","","",""
"material.commodity.unknown","Unknown","Unknown","","","","","",""
"material.commodity.unknownartifact","Thargoid Sensor","Thargoid Sensor","","","","","",""
"material.commodity.unknownartifact2","Thargoid Probe","Thargoid Probe","","","","","",""
"material.commodity.unknownartifact3","Thargoid Link","Thargoid Link","","","","","",""
"material.commodity.unknownbiologicalmatter","Thargoid Biological Matter","Thargoid Biological Matter","","","","","",""
"material.commodity.unknownmineral","Impure Spire Mineral","","","","","","",""
"material.commodity.unknownrefinedmineral","Semi-Refined Spire Mineral","","","","","","",""
"material.commodity.unknownresin","Thargoid Resin","Thargoid Resin","","","","","",""
"material.commodity.unknownsack","Protective Membrane Scrap","Protective Membrane Scrap","","","","","",""
"material.commodity.unknowntechnologysamples","Thargoid Technology Samples","Thargoid Technology Samples","","","","","",""
"material.commodity.unmarkedweapons","Unmarked Military supplies","Unmarked Military supplies","","","","","",""
"material.commodity.unocuppiedescapepod","Unoccupied Escape Pod","Unoccupied Escape Pod","","","","","",""
"material.commodity.unstabledatacore","Unstable Data Core","Unstable Data Core","","","","","",""
"material.commodity.uraninite","Uraninite","Uraninite","","","","","",""
"material.commodity.uranium","Uranium","Uranium","","","","","",""
"material.commodity.usscargoancientartefact","Ancient Artefact","Ancient Artefact","","","","","",""
"material.commodity.usscargoblackbox","Black Box","Black Box","","","","","",""
"material.commodity.usscargoexperimentalchemicals","Experimental Chemicals","Experimental Chemicals","","","","","",""
"material.commodity.usscargomilitaryplans","Military Plans","Military Plans","","","","","",""
"material.commodity.usscargoprototypetech","Prototype Tech","Prototype Tech","","","","","",""
"material.commodity.usscargorareartwork","Rare Artwork","Rare Artwork","","","","","",""
"material.commodity.usscargorebeltransmissions","Rebel Transmissions","Rebel Transmissions","","","","","",""
"material.commodity.usscargotechnicalblueprints","Technical Blueprints","Technical Blueprints","","","","","",""
"material.commodity.usscargotradedata","Trade Data","Trade Data","","","","","",""
"material.commodity.uszaiantreegrub","Uszaian Tree Grub","Uszaian Tree Grub","","","","","",""
"material.commodity.utgaroarmillenialeggs","Utgaroar Millennial Eggs","Utgaroar Millennial Eggs","","","","","",""
"material.commodity.utopiandissident","Utopian Dissident","Utopian Dissident","","","","","",""
"material.commodity.utopianfieldsupplies","Utopian Supplies","Utopian Supplies","","","","","",""
"material.commodity.utopianpublicity","Utopian Publicity","Utopian Publicity","","","","","",""
"material.commodity.uzumokulowgwings","Uzumoku Low-G Wings","Uzumoku Low-G Wings","","","","","",""
"material.commodity.vanayequirhinofur","Vanayequi Ceratomorpha Fur","Vanayequi Ceratomorpha Fur","","","","","",""
"material.commodity.vegaslimweed","Vega Slimweed","Vega Slimweed","","","","","",""
"material.commodity.vherculisbodyrub","V Herculis Body Rub","V Herculis Body Rub","","","","","",""
"material.commodity.vidavantianlace","Vidavantian Lace","Vidavantian Lace","","","","","",""
"material.commodity.volkhabbeedrones","Volkhab Bee Drones","Volkhab Bee Drones","","","","","",""
"material.commodity.water","Water","Water","","","","","",""
"material.commodity.waterpurifiers","Water Purifiers","Water Purifiers","","","","","",""
"material.commodity.watersofshintara","The Waters Of Shintara","The Waters Of Shintara","","","","","",""
"material.commodity.wheemetewheatcakes","Wheemete Wheat Cakes","Wheemete Wheat Cakes","","","","","",""
"material.commodity.wine","Wine","Wine","","","","","",""
"material.commodity.witchhaulkobebeef","Witchhaul Kobe Beef","Witchhaul Kobe Beef","","","","","",""
"material.commodity.wolf1301fesh","Wolf Fesh","Wolf Fesh","","","","","",""
"material.commodity.wreckagecomponents","Wreckage Components","Wreckage Components","","","","","",""
"material.commodity.wulpahyperboresystems","Wulpa Hyperbore Systems","Wulpa Hyperbore Systems","","","","","",""
"material.commodity.wuthielokufroth","Wuthielo Ku Froth","Wuthielo Ku Froth","","","","","",""
"material.commodity.xihecompanions","Xihe Biomorphic Companions","Xihe Biomorphic Companions","","","","","",""
"material.commodity.yasokondileaf","Yaso Kondi Leaf","Yaso Kondi Leaf","","","","","",""
"material.commodity.zeesszeantglue","Zeessze Ant Grub Glue","Zeessze Ant Grub Glue","","","","","",""
