"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"blueprint.description.karma_3_4","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y los espacios de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.karma_4_5","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorez l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.magazine_size","Extends the weapon’s magazine size","Extends the weapon’s magazine size","Erweitert die Magazingröße der Waffe","Extiende el tamaño del cargador del arma","Agrandit la taille du chargeur de l’arme","Aumenta o tamanho do carregador da arma","Увеличивает ёмкость магазина оружия.","提升武器弹匣容量",""
"blueprint.description.manticore_1_2","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar o dano e os slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.manticore_2_3","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.manticore_3_4","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.manticore_4_5","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorez l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar dano e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.maverick_suit_grade_1_2","Upgrade suit to increase engineering slots, shield and resistances","Upgrade suit to increase engineering slots, shield and resistances","Verbessere den Anzug, um Technik-Slots, Schilde und Widerstände zu erhöhen","Mejora el traje para aumentar las ranuras de ingeniería, el escudo y las resistencias.","Améliorez la combinaison pour augmenter les emplacements d’ingénierie, le bouclier et les résistances","Atualize o traje para aumentar os slots de engenharia, escudo e resistências","Улучшение костюма, увеличивающее количество слотов, щита и все сопротивления","升级套装以增加工程师改造槽位、护盾强度和伤害抗性",""
"blueprint.description.maverick_suit_grade_2_3","Upgrade suit to increase engineering slots, shield and resistances","Upgrade suit to increase engineering slots, shield and resistances","Verbessere den Anzug, um Technik-Slots, Schilde und Widerstände zu erhöhen","Mejora el traje para aumentar las ranuras de ingeniería, el escudo y las resistencias.","Améliorer la combinaison pour augmenter les emplacements d’ingénierie, le bouclier et les résistances","Atualize o traje para aumentar os slots de engenharia, escudo e resistências","Улучшение костюма, увеличивающее количество слотов, щита и все сопротивления","升级套装以增加工程师改造槽位、护盾强度和伤害抗性",""
"blueprint.description.maverick_suit_grade_3_4","Upgrade suit to increase engineering slots, shield and resistances","Upgrade suit to increase engineering slots, shield and resistances","Verbessere den Anzug, um Technik-Slots, Schilde und Widerstände zu erhöhen","Mejora el traje para aumentar las ranuras de ingeniería, el escudo y las resistencias.","Améliorer la combinaison pour augmenter les emplacements d’ingénierie, le bouclier et les résistances","Atualize o traje para aumentar os slots de engenharia, escudo e resistências","Улучшение костюма, увеличивающее количество слотов, щита и все сопротивления","升级套装以增加工程师改造槽位、护盾强度和伤害抗性",""
"blueprint.description.maverick_suit_grade_4_5","Upgrade suit to increase engineering slots, shield and resistances","Upgrade suit to increase engineering slots, shield and resistances","Upgrade Anzug um Engineering Slots, Schild und Widerstände zu erhöhen","Mejora el traje para aumentar las ranuras de ingeniería, el escudo y las resistencias.","Améliorer la combinaison pour augmenter les emplacements d’ingénierie, le bouclier et les résistances","Atualize o traje para aumentar os slots de engenharia, escudo e resistências","Улучшение костюма, увеличивающее количество слотов, щита и все сопротивления","升级套装以增加工程师改造槽位、护盾强度和伤害抗性",""
"blueprint.description.night_vision","Adds Night Vision capabilities to the suit","Adds Night Vision capabilities to the suit","Fügt dem Anzug Nachtsichtfunktionen hinzu","Agrega capacidades de visión nocturna al traje","Ajoute des capacités de vision nocturne à la combinaison","Adiciona capacidades de visão noturna ao traje","Добавляет комбинезону поддержку ночного видения.","为套装添加夜视能力",""
"blueprint.description.noise_suppressor","Reduces the sound of the weapon when fired in pressurised environments","Reduces the sound of the weapon when fired in pressurised environments","Reduziert das Geräusch der Waffe, wenn sie in Umgebungen mit Druck abgefeuert wird","Reduce el sonido del arma cuando se dispara en entornos presurizados","Réduit le bruit de l’arme lors du tir dans des environnements pressurisés","Reduz o som da arma quando disparada em ambientes pressurizados","Полностью убирает слышимость выстрела из любого модифицированного оружия внутри помещений или на планете с атмосферой (если включена атмосфера здания).","在加压环境中射击时降低武器的声音大小",""
"blueprint.description.quieter_footsteps","Dampens the sound generated by suit steps","Dampens the sound generated by suit steps","Dämpft den von Anzugschritten erzeugten Ton","Amortigua el sonido generado por los pasos del traje","Amortit le son généré par les pas de la combinaison","Amortece o som gerado pelos passos do traje","Приглушает звук шагов в комбинезоне","减轻套装产生的脚步声",""
"blueprint.description.reduced_tool_battery_consumption","Reduces the energy consumption of certain suit tool functions","Reduces the energy consumption of certain suit tool functions","Reduziert den Energieverbrauch bestimmter Anzugwerkzeugfunktionen","Reduce el consumo de energía de ciertas funciones de la herramienta del traje","Réduit la consommation d’énergie de certaines fonctions de l’outil de combinaison","Reduz o consumo de energia de certas funções da ferramenta de traje","Снижает энергопотребление при использовании некоторых функций инструментов комбинезона.","降低某些套装工具功能的能耗",""
"blueprint.description.reload_speed","Shortens the weapon’s reload time","Shortens the weapon’s reload time","Verkürzt die Nachladezeit der Waffe","Acorta el tiempo de recarga del arma","Réduit le temps de rechargement de l’arme","Reduz o tempo de recarga da arma","Сокращает время перезарядки оружия.","缩短武器重新装填时间",""
"blueprint.description.scope","Adds a scope to the weapon (or improves an existing one)","Adds a scope to the weapon (or improves an existing one)","Fügt der Waffe ein Zielfernrohr hinzu (oder verbessert ein vorhandenes)","Agrega una mira al arma (o mejora una existente)","Ajoute une lunette à l’arme (ou améliore une existante)","Adiciona um escopo à arma (ou melhora um existente)","Добавляет к оружию прицел или улучшает уже имеющийся.","为武器添加瞄准镜（或改进已有的瞄准镜）",""
"blueprint.description.stability","Reduces the weapon’s recoil","Reduces the weapon’s recoil","Reduziert den Rückstoß der Waffe","Reduce el retroceso del arma.","Réduit le recul de l’arme","Reduz o recuo da arma","Уменьшает отдачу от оружия","降低武器后坐力",""
"blueprint.description.stowed_reloading","Automatically reloads a stowed weapon after 5 seconds","Automatically reloads a stowed weapon after 5 seconds","Lädt eine verstaute Waffe automatisch nach 5 Sekunden nach","Recarga automáticamente un arma guardada después de 5 segundos","Recharge automatiquement une arme rangée après 5 secondes","Recarrega automaticamente uma arma armazenada após 5 segundos","Автоматически перезаряжает оружие через пять секунд после того, как его убрали.","5秒后自动重新装填收起的武器",""
"blueprint.description.tk_1_2","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.tk_2_3","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y los espacios de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули.","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.tk_3_4","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorer l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar o dano e os slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули","升级武器以增加伤害和工程师改造槽位",""
"blueprint.description.tk_4_5","Upgrade weapon to increase damage and engineering slots","Upgrade weapon to increase damage and engineering slots","Waffe aufrüsten, um Schaden und Technik-Slots zu erhöhen","Mejora el arma para aumentar el daño y las ranuras de ingeniería","Améliorez l’arme pour augmenter les dégâts et les emplacements d’ingénierie","Atualizar arma para aumentar danos e slots de engenharia","Улучшение оружия, увеличивающее урон и количество слотов под модули","升级武器以增加伤害和工程师改造槽位",""
