"messageKey","","en","de","es","fr","pt","ru","zh"
"blueprint.horizons.type.description.modified_gauss_cannon_fixed_small","Pre-Engineered Guardian Gauss Cannons with High Capacity and a special Burst Fire modification can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Gauss Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","Pre-Engineered Guardian Gauss Cannons with High Capacity and a special Burst Fire modification can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Gauss Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","",""
"blueprint.horizons.type.description.modified_mining_laser_fixed_small","A pre-Engineered Class 1 Mining Laser with Long Range named ’Modified Mining Laser’ can be purchased from the Human Technology Brokers at Zetian’s Recall in LTT 198, Pride of Bitterwood in LTT 198, Champion of Commerce in Laguz and The House Ascendant in 21 Eridani. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Mining Laser immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.""","A pre-Engineered Class 1 Mining Laser with Long Range named ’Modified Mining Laser’ can be purchased from the Human Technology Brokers at Zetian’s Recall in LTT 198, Pride of Bitterwood in LTT 198, Champion of Commerce in Laguz and The House Ascendant in 21 Eridani. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Mining Laser immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.""","","","","","",""
"blueprint.horizons.type.description.monstered","Oversized, reinforced components increase power output at the cost of increased mass.","Oversized, reinforced components increase power output at the cost of increased mass.","","","","","",""
"blueprint.horizons.type.description.multi_servos","Additional servomechanisms and controller software allow the weapon to safely fire at an increased rate, at the cost of increased power draw.","Additional servomechanisms and controller software allow the weapon to safely fire at an increased rate, at the cost of increased power draw.","","","","","",""
"blueprint.horizons.type.description.multi_weave","Reinforced shield weave structures increase resistance versus all types of damage, at the cost of increased power draw and SYS drain.","Reinforced shield weave structures increase resistance versus all types of damage, at the cost of increased power draw and SYS drain.","","","","","",""
"blueprint.horizons.type.description.overcharged","This enhancement loses module integrity and increases thermal load to provide increased power generation.","This enhancement loses module integrity and increases thermal load to provide increased power generation.","","","","","",""
"blueprint.horizons.type.description.overcharged_weapon","This weapon modification increases power draw and heat to increase damage output.","This weapon modification increases power draw and heat to increase damage output.","","","","","",""
"blueprint.horizons.type.description.overload_munitions","Experimental munitions that convert a portion of explosive damage to thermal.","Experimental munitions that convert a portion of explosive damage to thermal.","","","","","",""
"blueprint.horizons.type.description.oversized","Scaled up components and reinforced munitions housing allows the weapon to pack more of a punch, increasing damage at the cost of increased power draw.","Scaled up components and reinforced munitions housing allows the weapon to pack more of a punch, increasing damage at the cost of increased power draw.","","","","","",""
"blueprint.horizons.type.description.penetrator_munitions","Experimental munitions capable of penetrating hull to damage internal modules. (Dumbfire Only)","Experimental munitions capable of penetrating hull to damage internal modules. (Dumbfire Only)","","","","","",""
"blueprint.horizons.type.description.penetrator_payload","Deep cut munitions are guaranteed to penetrate upon impact with hull and are capable of damaging multiple internal modules.","Deep cut munitions are guaranteed to penetrate upon impact with hull and are capable of damaging multiple internal modules.","","","","","",""
"blueprint.horizons.type.description.phasing_sequence","Modulating burst fire system designed to defeat shielding. A small amount of damage is able to bleed through shields and attack the target’s hull directly, at the cost of minor damage reduction.","Modulating burst fire system designed to defeat shielding. A small amount of damage is able to bleed through shields and attack the target’s hull directly, at the cost of minor damage reduction.","","","","","",""
"blueprint.horizons.type.description.plasma_slug","Experimental upgrade allowing plasma slug ammo to be generated directly from ship fuel, at the cost of reduced damage.","Experimental upgrade allowing plasma slug ammo to be generated directly from ship fuel, at the cost of reduced damage.","","","","","",""
"blueprint.horizons.type.description.radiant_canister","Experimental munitions that apply significant heat to all targets caught in the blast radius. In addition, targets’ sensors are temporarily disrupted, at the cost of ammo capacity.","Experimental munitions that apply significant heat to all targets caught in the blast radius. In addition, targets’ sensors are temporarily disrupted, at the cost of ammo capacity.","","","","","",""
"blueprint.horizons.type.description.rapid_charge","This blueprint increases boot up time and loses duration to gain faster spin up times and faster shield restoration when used.","This blueprint increases boot up time and loses duration to gain faster spin up times and faster shield restoration when used.","","","","","",""
"blueprint.horizons.type.description.rapid_fire_modification","This weapon enhancement reduces accuracy and damage per shot to increase fire rate and reduce reload times.","This weapon enhancement reduces accuracy and damage per shot to increase fire rate and reduce reload times.","","","","","",""
"blueprint.horizons.type.description.recycling_cells","Uprated resonating coils maximise the amount of time the shield cell can remain active before depleting, at the cost of overall strength of the cell charge.","Uprated resonating coils maximise the amount of time the shield cell can remain active before depleting, at the cost of overall strength of the cell charge.","","","","","",""
"blueprint.horizons.type.description.reflective_plating","Surface coating of advanced formulas designed to reflect and dissipate thermal energy, at the cost of structural integrity.","Surface coating of advanced formulas designed to reflect and dissipate thermal energy, at the cost of structural integrity.","","","","","",""
"blueprint.horizons.type.description.regeneration_sequence","Friend or Foe Beam modulation upgrade. When the beam strikes a wingman’s shields its energy is regulated, regenerating the shield instead of damaging it.","Friend or Foe Beam modulation upgrade. When the beam strikes a wingman’s shields its energy is regulated, regenerating the shield instead of damaging it.","","","","","",""
"blueprint.horizons.type.description.reinforced","Improves the module’s integrity, but at the expense of increased mass.","Improves the module’s integrity, but at the expense of increased mass.","","","","","",""
"blueprint.horizons.type.description.reinforced_shields","This modification trades broken shield recovery time and energy requirements for stronger shields.","This modification trades broken shield recovery time and energy requirements for stronger shields.","","","","","",""
"blueprint.horizons.type.description.remote_release_flechette_launcher_fixed","Flechette launcher capable of firing a remotely detonated flechette round. Hold trigger to delay detonation of flechettes.","Flechette launcher capable of firing a remotely detonated flechette round. Hold trigger to delay detonation of flechettes.","","","","","",""
"blueprint.horizons.type.description.remote_release_flechette_launcher_turreted","Flechette launcher capable of firing a remotely detonated flechette round. Hold trigger to delay detonation of flechettes.","Flechette launcher capable of firing a remotely detonated flechette round. Hold trigger to delay detonation of flechettes.","","","","","",""
"blueprint.horizons.type.description.resistance_augmented","Power draw and integrity are compromised by the modification, but with the advantage of increased overall damage resistance.","Power draw and integrity are compromised by the modification, but with the advantage of increased overall damage resistance.","","","","","",""
"blueprint.horizons.type.description.reverberating_cascade","Experimental munitions that overload shields on impact, directly damaging the shield generator.","Experimental munitions that overload shields on impact, directly damaging the shield generator.","","","","","",""
"blueprint.horizons.type.description.scramble_spectrum","Experimental upgrade that allows hull strikes to potentially trigger random malfunctions on the target.","Experimental upgrade that allows hull strikes to potentially trigger random malfunctions on the target.","","","","","",""
"blueprint.horizons.type.description.screening_shell","Modified firing and targeting mechanism, decreasing reload times and increasing effectiveness against munitions.","Modified firing and targeting mechanism, decreasing reload times and increasing effectiveness against munitions.","","","","","",""
"blueprint.horizons.type.description.shielded","Increases the module’s integrity, but at the cost of passive power draw.","Increases the module’s integrity, but at the cost of passive power draw.","","","","","",""
"blueprint.horizons.type.description.shielded_fsd","A small increase to mass is offset by improved Integrity and heat generation, along with a small increase to range.","A small increase to mass is offset by improved Integrity and heat generation, along with a small increase to range.","","","","","",""
"blueprint.horizons.type.description.shift_lock_canister","Experimental munitions that cause all frame shift drives caught in the blast radius to reboot, at the cost of reduced damage.","Experimental munitions that cause all frame shift drives caught in the blast radius to reboot, at the cost of reduced damage.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_fixed_large","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_fixed_medium","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_fixed_small","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_gimballed_large","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_gimballed_medium","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_gimballed_small","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_turreted_large","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_turreted_medium","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.shock_cannon_turreted_small","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","Cannon capable of firing almost as fast the trigger can be pulled, firing very accurate, fast moving energy projectiles that can do high damage if successive shots land. The weapon has a built in auto loading action that will slowly reload over time. If the clip empties completely, a longer full reload will be undertaken.","","","","","",""
"blueprint.horizons.type.description.short_range_blaster","Range is reduced and heat increased to enhance the weapon’s damage with this modification.","Range is reduced and heat increased to enhance the weapon’s damage with this modification.","","","","","",""
"blueprint.horizons.type.description.smart_rounds","Friend or foe targeting upgrade that causes rounds to self-destruct before damaging ships that are not currently targeted.","Friend or foe targeting upgrade that causes rounds to self-destruct before damaging ships that are not currently targeted.","","","","","",""
"blueprint.horizons.type.description.specialised","Module integrity is lowered and power draw increased with this modification, in exchange for quicker boot up times and better thermal load handling.","Module integrity is lowered and power draw increased with this modification, in exchange for quicker boot up times and better thermal load handling.","","","","","",""
"blueprint.horizons.type.description.stripped_down","Key components replaced with versions crafted from lightweight materials and all extraneous parts removed entirely to reduce mass.","Key components replaced with versions crafted from lightweight materials and all extraneous parts removed entirely to reduce mass.","","","","","",""
"blueprint.horizons.type.description.sturdy_mount","Mass is increased with this weapon blueprint to raise module integrity and armour piercing and reduce heat generation.","Mass is increased with this weapon blueprint to raise module integrity and armour piercing and reduce heat generation.","","","","","",""
"blueprint.horizons.type.description.super_capacitor","Additional, advanced capacitors increases overall shield strength at the cost of damage resistance.","Additional, advanced capacitors increases overall shield strength at the cost of damage resistance.","","","","","",""
"blueprint.horizons.type.description.super_conduits","Advanced, oversized energy conduits increase the power distributor’s charge rate at the cost of reduced maximum charge potential.","Advanced, oversized energy conduits increase the power distributor’s charge rate at the cost of reduced maximum charge potential.","","","","","",""
"blueprint.horizons.type.description.super_penetrator","Experimental munitions that are capable of penetrating and damaging all modules along its trajectory, at the cost of increased reload times.","Experimental munitions that are capable of penetrating and damaging all modules along its trajectory, at the cost of increased reload times.","","","","","",""
"blueprint.horizons.type.description.system_focused","This enhancement loses engine and weapon capacity and charge rate in exchange for increased system capacity and charge rate.","This enhancement loses engine and weapon capacity and charge rate in exchange for increased system capacity and charge rate.","","","","","",""
"blueprint.horizons.type.description.target_lock_breaker","Experimental upgrade that breaks target lock on successful strikes.","Experimental upgrade that breaks target lock on successful strikes.","","","","","",""
"blueprint.horizons.type.description.thermal_cascade","Experimental munitions that interact with shields upon detonation, generating significant heat on the target.","Experimental munitions that interact with shields upon detonation, generating significant heat on the target.","","","","","",""
"blueprint.horizons.type.description.thermal_conduit","Experimental upgrade that increases damage output based on heat level of the firing ship.","Experimental upgrade that increases damage output based on heat level of the firing ship.","","","","","",""
"blueprint.horizons.type.description.thermal_resistant","With this blueprint, kinetic and explosive resistance are lost in preference for enhanced thermal resistance.","With this blueprint, kinetic and explosive resistance are lost in preference for enhanced thermal resistance.","","","","","",""
"blueprint.horizons.type.description.thermal_resistant_hull_reinforcement","Kinetic and explosive resistance is traded for better thermal resistance and a small integrity increase with this blueprint.","Kinetic and explosive resistance is traded for better thermal resistance and a small integrity increase with this blueprint.","","","","","",""
"blueprint.horizons.type.description.thermal_resistant_shields","Applying this blueprint will reduce kinetic resistance and increase both thermal resistance and module integrity.","Applying this blueprint will reduce kinetic resistance and increase both thermal resistance and module integrity.","","","","","",""
"blueprint.horizons.type.description.thermal_shock","Articulated focus array designed to spread heat effectively. Strikes to shields and hull impart additional heat into the target.","Articulated focus array designed to spread heat effectively. Strikes to shields and hull impart additional heat into the target.","","","","","",""
"blueprint.horizons.type.description.thermal_spread","Additional thermal conduits and radiator solutions integrated across the module help balance thermal load increase cooling potential.","Additional thermal conduits and radiator solutions integrated across the module help balance thermal load increase cooling potential.","","","","","",""
"blueprint.horizons.type.description.thermal_vent","Experimental upgrade that increases heat dissipation when successfully striking a target, at the cost of increased heat generation when missing.","Experimental upgrade that increases heat dissipation when successfully striking a target, at the cost of increased heat generation when missing.","","","","","",""
"blueprint.horizons.type.description.thermo_block","Improved feedback protection and reinforced projection nodes increase resistance to thermal damage, at the cost of overall shield strength.","Improved feedback protection and reinforced projection nodes increase resistance to thermal damage, at the cost of overall shield strength.","","","","","",""
"blueprint.horizons.type.description.trident_fighter","The Trident (XG7) is the first commercially viable fighter to emerge from an engineering project combining human and Guardian technology. Having superseded a number of earlier, unsuccessful models, the Trident is both agile and fast, surpassed only by the F63 Condor in terms of speed, and second only to the Gu-97 Imperial Fighter in terms of manoeuvrability. The fighter has a relatively light hull, however, so once its shields are down it is comparatively vulnerable. This model is equipped with an integrated rapid-fire plasma weapon.","The Trident (XG7) is the first commercially viable fighter to emerge from an engineering project combining human and Guardian technology. Having superseded a number of earlier, unsuccessful models, the Trident is both agile and fast, surpassed only by the F63 Condor in terms of speed, and second only to the Gu-97 Imperial Fighter in terms of manoeuvrability. The fighter has a relatively light hull, however, so once its shields are down it is comparatively vulnerable. This model is equipped with an integrated rapid-fire plasma weapon.","","","","","",""
"blueprint.horizons.type.description.weapon_focused","Engine and system capacity and charge rate are lost to gain increased weapon capacity and charge rate with this modification.","Engine and system capacity and charge rate are lost to gain increased weapon capacity and charge rate with this modification.","","","","","",""
"blueprint.horizons.type.description.wide_angle_scanner","Improves the angle at which the scanner can work but increases mass and scanning time.","Improves the angle at which the scanner can work but increases mass and scanning time.","","","","","",""
"blueprint.horizons.type.description.modified_plasma_charger_fixed_medium","Pre-Engineered Guardian Plasma Chargers with Focused and Overcharged can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Plasma Charger immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","Pre-Engineered Guardian Plasma Chargers with Focused and Overcharged can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Plasma Charger immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","",""
"blueprint.horizons.type.description.modified_plasma_charger_fixed_small","Pre-Engineered Guardian Plasma Chargers with Focused and Overcharged can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Plasma Charger immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","Pre-Engineered Guardian Plasma Chargers with Focused and Overcharged can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Plasma Charger immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","",""
"blueprint.horizons.type.description.sirius_heat_sink_launcher","A pre-engineered Heat Sink Launcher with 5 heat sinks and 75% longer recharge time. Compared to the player-engineered version, the pre-engineered version adds 1 additional heat sink for 2.5s longer recharge, but does not carry the increased mass penalty. The module is available through technology brokers on Sirius Corporation megaships: Chariot of Rhea, El Centinela Cadejo, Kumiho Sky, Spirit of Laelaps and The Witness Odysseus. The module must be unlocked repeatedly in order to obtain multiple copies.","","","","","","",""
"blueprint.horizons.type.description.e2_sirius_corporation_ax_missile_rack","A pre-engineered Size 2 AX Missile Rack with increased ammo capacity and fire rate with reduced reload time at the cost of slightly reduced damage and increased mass. The warheads are tipped with a compound hazardous for Thargoid vessels. The module must be unlocked repeatedly in order to obtain multiple copies.","","","","","","",""
"blueprint.horizons.type.description.c3_sirius_corporation_ax_missile_rack","A pre-engineered Size 3 AX Missile Rack with increased ammo capacity and fire rate with reduced reload time at the cost of slightly reduced damage and increased mass. The warheads are tipped with a compound hazardous for Thargoid vessels. The module must be unlocked repeatedly in order to obtain multiple copies.","","","","","","",""
"blueprint.horizons.type.description.engineer","","","","","","","",""
"blueprint.horizons.type.description.synthesis","","","","","","","",""
"blueprint.horizons.type.description.caustic_sink_launcher","Module that utilises a form of cathodic protection to temporarily protect a ship’s hull from corrosion. Corroded material is diverted to an insulated container which can be ejected.","","","","","","",""
"blueprint.horizons.type.description.thargoid_pulse_neutraliser","Couteracts Thargoid shutdown technology when used in proximity. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a TG Pulse Neutraliser immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies.","Couteracts Thargoid shutdown technology when used in proximity. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a TG Pulse Neutraliser immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies.","","","","","",""
"blueprint.horizons.type.description.e2_azimuth_enhanced_ax_multicannon","A pre-engineered Azimuth Size 2 Gimballed AX Multi-cannon with increased damage and the auto-loader experimental effect at the cost of increased power draw and thermal load. The module must be unlocked repeatedly in order to obtain multiple copies.","A pre-engineered Azimuth Size 2 Gimballed AX Multi-cannon with increased damage and the auto-loader experimental effect at the cost of increased power draw and thermal load. The module must be unlocked repeatedly in order to obtain multiple copies.","","","","","",""
"blueprint.horizons.type.description.c3_azimuth_enhanced_ax_multicannon","A pre-engineered Azimuth Size 3 Gimballed AX Multi-cannon with increased damage and the auto-loader experimental effect at the cost of increased power draw and thermal load. The module must be unlocked repeatedly in order to obtain multiple copies.","A pre-engineered Azimuth Size 3 Gimballed AX Multi-cannon with increased damage and the auto-loader experimental effect at the cost of increased power draw and thermal load. The module must be unlocked repeatedly in order to obtain multiple copies.","","","","","",""
"blueprint.horizons.type.description.expanded_probe_scanning_radius_x2","This modification trades power draw for an increase in probe scanning radius.","This modification trades power draw for an increase in probe scanning radius.","","","","","",""
"blueprint.horizons.type.description.anti_guardian_zone_resistance","This blueprint applies full resistance to Anti-Guardian fields used by the Thargoids.","","","","","","",""
"blueprint.horizons.type.description.power_distributor.shielded","Increases the module’s integrity and reduces power draw, at the cost of increased mass.","","","","","","",""
"blueprint.horizons.type.description.modified_shard_cannon_fixed_medium","Pre-Engineered Guardian Shard Cannon with Long Range, Focused and Penetrator Munitions can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Shard Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","","",""
"blueprint.horizons.type.description.modified_shard_cannon_fixed_small","Pre-Engineered Guardian Shard Cannon with Long Range, Focused and Penetrator Munitions can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Shard Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a2_v1","A pre-Engineered Class 2A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a3_v1","A pre-Engineered Class 3A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a4_v1","A pre-Engineered Class 4A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a5_v1","A pre-Engineered Class 5A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a6_v1","A pre-Engineered Class 6A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
"blueprint.horizons.type.description.engineered_fsd_sco_a7_v1","A pre-Engineered Class 7A SCO Frame Shift Drive with Increased Range and Faster Boot Sequence. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking the Engineered FSD SCO V1 immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Applying any other Engineering modifications to this module will remove the bonus second modification, but an Experimental Effect can be safely added or replaced.","","","","","","",""
